v4_0,mmm_yy,time,uk_only,geography,cpih1dim1aggid,aggregate,time_parsed
76.9,Mar-95,Mar-95,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages,1995-03-01
32.3,Mar-95,Mar-95,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance,1995-03-01
108.7,Mar-95,Mar-95,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects,1995-03-01
0.0,Mar-95,Mar-95,K02000001,United Kingdom,CP124,12.4 Social protection,1995-03-01
142.1,Mar-95,Mar-95,K02000001,United Kingdom,CP126,12.6 Financial services (nec),1995-03-01
203.0,Mar-95,Mar-95,K02000001,United Kingdom,CP03,03 Clothing and footwear,1995-03-01
80.7,Mar-95,Mar-95,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings,1995-03-01
45.6,Mar-95,Mar-95,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services,1995-03-01
70.3,Mar-95,Mar-95,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa",1995-03-01
88.7,Mar-95,Mar-95,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden,1995-03-01
53.5,Mar-95,Mar-95,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing",1995-03-01
54.7,Mar-95,Mar-95,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling,1995-03-01
40.3,Mar-95,Mar-95,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs,1995-03-01
52.9,Mar-95,Mar-95,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes,1995-03-01
122.7,Mar-95,Mar-95,K02000001,United Kingdom,CP052,05.2 Household textiles,1995-03-01
62.9,Mar-95,Mar-95,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages,1995-03-01
65.0,Mar-95,Mar-95,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages,1995-03-01
111.8,Mar-95,Mar-95,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs",1995-03-01
62.8,Mar-95,Mar-95,K02000001,United Kingdom,CP011,01.1 Food,1995-03-01
109.9,Mar-95,Mar-95,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles,1995-03-01
67.7,Mar-95,Mar-95,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling,1995-03-01
76.3,Mar-95,Mar-95,K02000001,United Kingdom,CP123,12.3 Personal effects (nec),1995-03-01
67.5,Mar-95,Mar-95,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings,1995-03-01
59.7,Mar-95,Mar-95,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance,1995-03-01
94.9,Mar-95,Mar-95,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers",1995-03-01
45.8,Mar-95,Mar-95,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway,1995-03-01
68.1,Mar-95,Mar-95,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs",1995-03-01
120.6,Mar-95,Mar-95,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories,1995-03-01
55.1,Mar-95,Mar-95,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing,1995-03-01
79.6,Mar-95,Mar-95,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products,1995-03-01
63.3,Mar-95,Mar-95,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services,1995-03-01
42.4,Mar-95,Mar-95,K02000001,United Kingdom,CP125,12.5 Insurance,1995-03-01
57.2,Mar-95,Mar-95,K02000001,United Kingdom,CP0116,01.1.6 Fruit,1995-03-01
48.9,Mar-95,Mar-95,K02000001,United Kingdom,CP0451,04.5.1 Electricity,1995-03-01
162.8,Mar-95,Mar-95,K02000001,United Kingdom,CP0914,09.1.4 Recording media,1995-03-01
71.8,Mar-95,Mar-95,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories,1995-03-01
49.1,Mar-95,Mar-95,K02000001,United Kingdom,CP1112,11.1.2 Canteens,1995-03-01
74.2,Mar-95,Mar-95,K02000001,United Kingdom,CP121,12.1 Personal care,1995-03-01
633.0,Mar-95,Mar-95,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products,1995-03-01
50.0,Mar-95,Mar-95,K02000001,United Kingdom,CP0724,07.2.4 Other services,1995-03-01
32.7,Mar-95,Mar-95,K02000001,United Kingdom,CP0452,04.5.2 Gas,1995-03-01
89.2,Mar-95,Mar-95,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motorcycles and bicycles,1995-03-01
40.9,Mar-95,Mar-95,K02000001,United Kingdom,CP127,12.7 Other services (nec),1995-03-01
45.3,Mar-95,Mar-95,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services,1995-03-01
0.0,Mar-95,Mar-95,K02000001,United Kingdom,CP1253,12.5.3 Health insurance,1995-03-01
44.9,Mar-95,Mar-95,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling,1995-03-01
72.5,Mar-95,Mar-95,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers,1995-03-01
68.8,Mar-95,Mar-95,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs,1995-03-01
0.0,Mar-95,Mar-95,K02000001,United Kingdom,CP062,06.2 Out-patient services,1995-03-01
5019.9,Mar-95,Mar-95,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment,1995-03-01
83.0,Mar-95,Mar-95,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods,1995-03-01
108.9,Mar-95,Mar-95,K02000001,United Kingdom,CP08,08 Communication,1995-03-01
39.5,Mar-95,Mar-95,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels,1995-03-01
73.3,Mar-95,Mar-95,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec),1995-03-01
59.6,Mar-95,Mar-95,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats,1995-03-01
44.3,Mar-95,Mar-95,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services,1995-03-01
0.0,Mar-95,Mar-95,K02000001,United Kingdom,CP0915,"09.1.5 Repair of audio-visual equipment, related products",1995-03-01
28.5,Mar-95,Mar-95,K02000001,United Kingdom,CP022,02.2 Tobacco,1995-03-01
55.0,Mar-95,Mar-95,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery",1995-03-01
48.3,Mar-95,Mar-95,K02000001,United Kingdom,CP096,09.6 Package holidays,1995-03-01
36.0,Mar-95,Mar-95,K02000001,United Kingdom,CP081,08.1 Postal services,1995-03-01
77.6,Feb-95,Feb-95,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products,1995-02-01
68.7,Feb-95,Feb-95,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs,1995-02-01
23.3,Feb-95,Feb-95,K02000001,United Kingdom,CP10,10 Education,1995-02-01
45.2,Feb-95,Feb-95,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services,1995-02-01
50.1,Feb-95,Feb-95,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services,1995-02-01
59.5,Feb-95,Feb-95,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance,1995-02-01
81.8,Feb-95,Feb-95,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance",1995-02-01
45.3,Feb-95,Feb-95,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment,1995-02-01
0.0,Feb-95,Feb-95,K02000001,United Kingdom,CP0622,06.2.2 Dental services,1995-02-01
36.3,Feb-95,Feb-95,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels,1995-02-01
56.5,Feb-95,Feb-95,K02000001,United Kingdom,CP07,07 Transport,1995-02-01
52.7,Feb-95,Feb-95,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes,1995-02-01
40.1,Feb-95,Feb-95,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs,1995-02-01
59.0,Feb-95,Feb-95,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels",1995-02-01
0.0,Feb-95,Feb-95,K02000001,United Kingdom,CP124,12.4 Social protection,1995-02-01
120.6,Feb-95,Feb-95,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories,1995-02-01
65.1,Feb-95,Feb-95,K02000001,United Kingdom,CP0112,01.1.2 Meat,1995-02-01
75.2,Feb-95,Feb-95,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets",1995-02-01
44.9,Feb-95,Feb-95,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling,1995-02-01
85.8,Feb-95,Feb-95,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance,1995-02-01
162.6,Feb-95,Feb-95,K02000001,United Kingdom,CP0914,09.1.4 Recording media,1995-02-01
740.7,Feb-95,Feb-95,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures,1995-02-01
52.1,Feb-95,Feb-95,K02000001,United Kingdom,CP11,11 Restaurants and hotels,1995-02-01
219.6,Feb-95,Feb-95,K02000001,United Kingdom,CP0312,03.1.2 Garments,1995-02-01
43.6,Feb-95,Feb-95,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco,1995-02-01
0.0,Feb-95,Feb-95,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation,1995-02-01
48.8,Feb-95,Feb-95,K02000001,United Kingdom,CP1112,11.1.2 Canteens,1995-02-01
63.0,Feb-95,Feb-95,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices",1995-02-01
66.2,Feb-95,Feb-95,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings,1995-02-01
68.2,Feb-95,Feb-95,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs",1995-02-01
46.8,Feb-95,Feb-95,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments,1995-02-01
65.8,Feb-95,Feb-95,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals,1995-02-01
96.7,Feb-95,Feb-95,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils",1995-02-01
45.5,Feb-95,Feb-95,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services,1995-02-01
73.3,Feb-95,Feb-95,K02000001,United Kingdom,CP0211,02.1.1 Spirits,1995-02-01
0.0,Feb-95,Feb-95,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway,1995-02-01
54.6,Feb-95,Feb-95,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling,1995-02-01
72.4,Feb-95,Feb-95,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment,1995-02-01
108.5,Feb-95,Feb-95,K02000001,United Kingdom,CP08,08 Communication,1995-02-01
5019.9,Feb-95,Feb-95,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment,1995-02-01
58.4,Feb-95,Feb-95,K02000001,United Kingdom,CP0116,01.1.6 Fruit,1995-02-01
63.1,Feb-95,Feb-95,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services,1995-02-01
174.6,Feb-95,Feb-95,K02000001,United Kingdom,CP032,03.2 Footwear including repairs,1995-02-01
61.5,Feb-95,Feb-95,K02000001,United Kingdom,CP0951,09.5.1 Books,1995-02-01
57.3,Feb-95,Feb-95,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services",1995-02-01
0.0,Feb-95,Feb-95,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services,1995-02-01
40.9,Feb-95,Feb-95,K02000001,United Kingdom,CP127,12.7 Other services (nec),1995-02-01
118.5,Feb-95,Feb-95,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment,1995-02-01
88.9,Feb-95,Feb-95,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden,1995-02-01
0.0,Feb-95,Feb-95,K02000001,United Kingdom,CP063,06.3 Hospital services,1995-02-01
51.1,Feb-95,Feb-95,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery",1995-02-01
72.5,Feb-95,Feb-95,K02000001,United Kingdom,CP0212,02.1.2 Wine,1995-02-01
94.2,Feb-95,Feb-95,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers",1995-02-01
50.2,Feb-95,Feb-95,K02000001,United Kingdom,CP0113,01.1.3 Fish,1995-02-01
75.8,Feb-95,Feb-95,K02000001,United Kingdom,CP123,12.3 Personal effects (nec),1995-02-01
633.8,Feb-95,Feb-95,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products,1995-02-01
32.3,Feb-95,Feb-95,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance,1995-02-01
73.7,Feb-95,Feb-95,K02000001,United Kingdom,CP121,12.1 Personal care,1995-02-01
28.5,Feb-95,Feb-95,K02000001,United Kingdom,CP022,02.2 Tobacco,1995-02-01
36.0,Feb-95,Feb-95,K02000001,United Kingdom,CP081,08.1 Postal services,1995-02-01
44.3,Feb-95,Feb-95,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services,1995-02-01
45.5,Feb-95,Feb-95,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling,1995-02-01
71.3,Feb-95,Feb-95,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec),1995-02-01
62.5,Feb-95,Feb-95,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages,1995-02-01
0.0,Feb-95,Feb-95,K02000001,United Kingdom,CP0915,"09.1.5 Repair of audio-visual equipment, related products",1995-02-01
67.3,Feb-95,Feb-95,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling,1995-02-01
142.1,Feb-95,Feb-95,K02000001,United Kingdom,CP126,12.6 Financial services (nec),1995-02-01
76.4,Feb-95,Feb-95,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages,1995-02-01
48.3,Feb-95,Feb-95,K02000001,United Kingdom,CP096,09.6 Package holidays,1995-02-01
64.2,Feb-95,Feb-95,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages,1995-02-01
2003.7,Feb-95,Feb-95,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment",1995-02-01
0.0,Feb-95,Feb-95,K02000001,United Kingdom,CP112,11.2 Accommodation services,1995-02-01
0.0,Feb-95,Feb-95,K02000001,United Kingdom,CP062,06.2 Out-patient services,1995-02-01
53.9,Feb-95,Feb-95,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing",1995-02-01
0.0,Feb-95,Feb-95,K02000001,United Kingdom,CP1253,12.5.3 Health insurance,1995-02-01
70.4,Feb-95,Feb-95,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers,1995-02-01
0.0,Feb-95,Feb-95,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture,1995-02-01
69.5,Feb-95,Feb-95,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials",1995-02-01
86.7,Feb-95,Feb-95,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care,1995-02-01
58.8,Feb-95,Feb-95,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances,1995-02-01
54.6,Feb-95,Feb-95,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery",1995-02-01
170.4,Feb-95,Feb-95,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies",1995-02-01
53.8,Feb-95,Feb-95,K02000001,United Kingdom,CP06,06 Health,1995-02-01
62.8,Feb-95,Feb-95,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches",1995-02-01
42.4,Feb-95,Feb-95,K02000001,United Kingdom,CP125,12.5 Insurance,1995-02-01
108.5,Feb-95,Feb-95,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles,1995-02-01
59.2,Feb-95,Feb-95,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats,1995-02-01
0.0,Feb-95,Feb-95,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air,1995-02-01
53.4,Feb-95,Feb-95,K02000001,United Kingdom,CP0942,09.4.2 Cultural services,1995-02-01
154.3,Feb-95,Feb-95,K02000001,United Kingdom,CP0711N2,07.1.1b Second Hand Cars,1995-02-01
52.5,Feb-95,Feb-95,K02000001,United Kingdom,CP111,11.1 Catering services,1995-02-01
42.6,Feb-95,Feb-95,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals,1995-02-01
49.9,Feb-95,Feb-95,K02000001,United Kingdom,CP0724,07.2.4 Other services,1995-02-01
0.0,Feb-95,Feb-95,K02000001,United Kingdom,CP0711N1,07.1.1 New Cars,1995-02-01
39.1,Feb-95,Feb-95,K02000001,United Kingdom,CP049,04.9 Council Tax and rates,1995-02-01
107.8,Feb-95,Feb-95,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects,1995-02-01
90.4,Feb-95,Feb-95,K02000001,United Kingdom,CP0213,02.1.3 Beer,1995-02-01
47.4,Feb-95,Feb-95,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants,1995-02-01
72.1,Feb-95,Feb-95,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories,1995-02-01
44.3,Feb-95,Feb-95,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection,1995-02-01
121.3,Feb-95,Feb-95,K02000001,United Kingdom,CP052,05.2 Household textiles,1995-02-01
45.8,Feb-95,Feb-95,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway,1995-02-01
111.4,Feb-95,Feb-95,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs",1995-02-01
55.2,Feb-95,Feb-95,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing,1995-02-01
73.5,Feb-95,Feb-95,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment",1995-02-01
45.9,Feb-95,Feb-95,K02000001,United Kingdom,CP0441,04.4.1 Water supply,1995-02-01
126.9,Feb-95,Feb-95,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods,1995-02-01
79.0,Feb-95,Feb-95,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings,1995-02-01
39.7,Feb-95,Feb-95,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels,1995-02-01
205.1,Feb-95,Feb-95,K02000001,United Kingdom,CP031,03.1 Clothing,1995-02-01
114.6,Feb-95,Feb-95,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets",1995-02-01
69.8,Feb-95,Feb-95,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa",1995-02-01
90.7,Feb-95,Feb-95,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motorcycles and bicycles,1995-02-01
93.2,Feb-95,Feb-95,K02000001,United Kingdom,CP09,09 Recreation and culture,1995-02-01
82.6,Feb-95,Feb-95,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods,1995-02-01
200.9,Feb-95,Feb-95,K02000001,United Kingdom,CP03,03 Clothing and footwear,1995-02-01
65.7,Feb-95,Feb-95,K02000001,United Kingdom,CP00,Overall Index,1995-02-01
35.6,Feb-95,Feb-95,K02000001,United Kingdom,CP073,07.3 Transport services,1995-02-01
39.9,Feb-95,Feb-95,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels",1995-02-01
32.5,Feb-95,Feb-95,K02000001,United Kingdom,CP0452,04.5.2 Gas,1995-02-01
62.3,Feb-95,Feb-95,K02000001,United Kingdom,CP011,01.1 Food,1995-02-01
48.9,Feb-95,Feb-95,K02000001,United Kingdom,CP0451,04.5.1 Electricity,1995-02-01
77.5,Jan-95,Jan-95,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products,1995-01-01
72.7,Jan-95,Jan-95,K02000001,United Kingdom,CP0211,02.1.1 Spirits,1995-01-01
71.8,Jan-95,Jan-95,K02000001,United Kingdom,CP0212,02.1.2 Wine,1995-01-01
46.6,Jan-95,Jan-95,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments,1995-01-01
39.9,Jan-95,Jan-95,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels",1995-01-01
124.1,Jan-95,Jan-95,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods,1995-01-01
58.4,Jan-95,Jan-95,K02000001,United Kingdom,CP0116,01.1.6 Fruit,1995-01-01
90.9,Jan-95,Jan-95,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motorcycles and bicycles,1995-01-01
119.8,Jan-95,Jan-95,K02000001,United Kingdom,CP052,05.2 Household textiles,1995-01-01
88.7,Jan-95,Jan-95,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden,1995-01-01
64.6,Jan-95,Jan-95,K02000001,United Kingdom,CP0112,01.1.2 Meat,1995-01-01
43.0,Jan-95,Jan-95,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco,1995-01-01
152.1,Jan-95,Jan-95,K02000001,United Kingdom,CP0711N2,07.1.1b Second Hand Cars,1995-01-01
50.1,Jan-95,Jan-95,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services,1995-01-01
58.8,Jan-95,Jan-95,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances,1995-01-01
0.0,Jan-95,Jan-95,K02000001,United Kingdom,CP0915,"09.1.5 Repair of audio-visual equipment, related products",1995-01-01
0.0,Jan-95,Jan-95,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air,1995-01-01
107.0,Jan-95,Jan-95,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles,1995-01-01
61.4,Jan-95,Jan-95,K02000001,United Kingdom,CP0951,09.5.1 Books,1995-01-01
740.4,Jan-95,Jan-95,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures,1995-01-01
87.3,Jan-95,Jan-95,K02000001,United Kingdom,CP0213,02.1.3 Beer,1995-01-01
85.8,Jan-95,Jan-95,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance,1995-01-01
42.4,Jan-95,Jan-95,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals,1995-01-01
45.5,Jan-95,Jan-95,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment,1995-01-01
35.9,Jan-95,Jan-95,K02000001,United Kingdom,CP081,08.1 Postal services,1995-01-01
73.6,Jan-95,Jan-95,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment,1995-01-01
54.5,Jan-95,Jan-95,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling,1995-01-01
75.6,Jan-95,Jan-95,K02000001,United Kingdom,CP123,12.3 Personal effects (nec),1995-01-01
0.0,Jan-95,Jan-95,K02000001,United Kingdom,CP062,06.2 Out-patient services,1995-01-01
86.6,Jan-95,Jan-95,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care,1995-01-01
0.0,Jan-95,Jan-95,K02000001,United Kingdom,CP0711N1,07.1.1 New Cars,1995-01-01
42.4,Jan-95,Jan-95,K02000001,United Kingdom,CP125,12.5 Insurance,1995-01-01
62.0,Jan-95,Jan-95,K02000001,United Kingdom,CP011,01.1 Food,1995-01-01
65.5,Jan-95,Jan-95,K02000001,United Kingdom,CP00,Overall Index,1995-01-01
634.7,Jan-95,Jan-95,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products,1995-01-01
40.2,Jan-95,Jan-95,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs,1995-01-01
54.5,Jan-95,Jan-95,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery",1995-01-01
106.6,Jan-95,Jan-95,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects,1995-01-01
51.9,Jan-95,Jan-95,K02000001,United Kingdom,CP11,11 Restaurants and hotels,1995-01-01
50.0,Jan-95,Jan-95,K02000001,United Kingdom,CP0724,07.2.4 Other services,1995-01-01
0.0,Jan-95,Jan-95,K02000001,United Kingdom,CP0622,06.2.2 Dental services,1995-01-01
109.4,Jan-95,Jan-95,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs",1995-01-01
45.5,Jan-95,Jan-95,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling,1995-01-01
94.7,Jan-95,Jan-95,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers",1995-01-01
73.6,Jan-95,Jan-95,K02000001,United Kingdom,CP121,12.1 Personal care,1995-01-01
204.4,Jan-95,Jan-95,K02000001,United Kingdom,CP031,03.1 Clothing,1995-01-01
44.3,Jan-95,Jan-95,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection,1995-01-01
45.2,Jan-95,Jan-95,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services,1995-01-01
44.9,Jan-95,Jan-95,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling,1995-01-01
28.2,Jan-95,Jan-95,K02000001,United Kingdom,CP022,02.2 Tobacco,1995-01-01
68.6,Jan-95,Jan-95,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs,1995-01-01
62.0,Jan-95,Jan-95,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices",1995-01-01
63.5,Jan-95,Jan-95,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages,1995-01-01
64.8,Jan-95,Jan-95,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings,1995-01-01
74.0,Jan-95,Jan-95,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets",1995-01-01
78.0,Jan-95,Jan-95,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings,1995-01-01
39.7,Jan-95,Jan-95,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels,1995-01-01
82.1,Jan-95,Jan-95,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods,1995-01-01
120.3,Jan-95,Jan-95,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories,1995-01-01
71.6,Jan-95,Jan-95,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories,1995-01-01
59.0,Jan-95,Jan-95,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats,1995-01-01
49.6,Jan-95,Jan-95,K02000001,United Kingdom,CP0113,01.1.3 Fish,1995-01-01
59.2,Jan-95,Jan-95,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance,1995-01-01
45.5,Jan-95,Jan-95,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services,1995-01-01
50.7,Jan-95,Jan-95,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery",1995-01-01
5019.9,Jan-95,Jan-95,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment,1995-01-01
47.8,Jan-95,Jan-95,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants,1995-01-01
55.2,Jan-95,Jan-95,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing,1995-01-01
48.4,Jan-95,Jan-95,K02000001,United Kingdom,CP096,09.6 Package holidays,1995-01-01
173.5,Jan-95,Jan-95,K02000001,United Kingdom,CP032,03.2 Footwear including repairs,1995-01-01
63.0,Jan-95,Jan-95,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services,1995-01-01
