v4_0,mmm-yy,Time,uk-only,Geography,cpih1dim1aggid,Aggregate
0,Dec-96,Dec-96,K02000001,United Kingdom,CP1253,12.5.3 Health insurance
49.9,Dec-96,Dec-96,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling
111.9,Dec-96,Dec-96,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment
69.4,Dec-96,Dec-96,K02000001,United Kingdom,CP00,Overall Index
40.6,Dec-96,Dec-96,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels
125.3,Dec-96,Dec-96,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories
46.9,Dec-96,Dec-96,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels
93.7,Dec-96,Dec-96,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers"
37.5,Dec-96,Dec-96,K02000001,United Kingdom,CP081,08.1 Postal services
201.3,Dec-96,Dec-96,K02000001,United Kingdom,CP03,03 Clothing and footwear
70.9,Dec-96,Dec-96,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling
142.9,Dec-96,Dec-96,K02000001,United Kingdom,CP126,12.6 Financial services (nec)
110.8,Dec-96,Dec-96,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs"
47.8,Dec-96,Dec-96,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals
50.6,Dec-96,Dec-96,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment
54.7,Dec-96,Dec-96,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants
568.5,Dec-96,Dec-96,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products
112.7,Dec-96,Dec-96,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects
86.3,Dec-96,Dec-96,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance"
46.2,Dec-96,Dec-96,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco
76.8,Dec-96,Dec-96,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec)
111.6,Dec-96,Dec-96,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles
60.7,Dec-96,Dec-96,K02000001,United Kingdom,CP07,07 Transport
60.8,Dec-96,Dec-96,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers
0,Dec-96,Dec-96,K02000001,United Kingdom,CP063,06.3 Hospital services
54.7,Dec-96,Dec-96,K02000001,United Kingdom,CP0915,"09.1.5 Repair of audio-visual equipment, related products"
50,Dec-96,Dec-96,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling
0,Dec-96,Dec-96,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
67.7,Dec-96,Dec-96,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals
206.5,Dec-96,Dec-96,K02000001,United Kingdom,CP031,03.1 Clothing
65.5,Dec-96,Dec-96,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services
53,Dec-96,Dec-96,K02000001,United Kingdom,CP0724,07.2.4 Other services
44.2,Dec-96,Dec-96,K02000001,United Kingdom,CP049,04.9 Council Tax and rates
3996.3,Dec-96,Dec-96,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment
53.9,Dec-96,Dec-96,K02000001,United Kingdom,CP1112,11.1.2 Canteens
169.6,Dec-96,Dec-96,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies"
91.6,Dec-96,Dec-96,K02000001,United Kingdom,CP0213,02.1.3 Beer
29.7,Dec-96,Dec-96,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance
49.7,Dec-96,Dec-96,K02000001,United Kingdom,CP0113,01.1.3 Fish
55.6,Dec-96,Dec-96,K02000001,United Kingdom,CP11,11 Restaurants and hotels
48.8,Dec-96,Dec-96,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services
96.1,Dec-96,Dec-96,K02000001,United Kingdom,CP09,09 Recreation and culture
32.8,Dec-96,Dec-96,K02000001,United Kingdom,CP0452,04.5.2 Gas
64.3,Dec-96,Dec-96,K02000001,United Kingdom,CP011,01.1 Food
58.5,Dec-96,Dec-96,K02000001,United Kingdom,CP06,06 Health
47.4,Dec-96,Dec-96,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services
60.6,Dec-96,Dec-96,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing
43.1,Dec-96,Dec-96,K02000001,United Kingdom,CP127,12.7 Other services (nec)
171.2,Dec-96,Dec-96,K02000001,United Kingdom,CP032,03.2 Footwear including repairs
0,Dec-96,Dec-96,K02000001,United Kingdom,CP0622,06.2.2 Dental services
38.3,Dec-96,Dec-96,K02000001,United Kingdom,CP125,12.5 Insurance
71.2,Dec-96,Dec-96,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs"
74,Dec-96,Dec-96,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
61.9,Dec-96,Dec-96,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances
82,Dec-96,Dec-96,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products
60.8,Dec-96,Dec-96,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services"
124.5,Dec-96,Dec-96,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods
131.5,Dec-96,Dec-96,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation
57.8,Nov-96,Nov-96,K02000001,United Kingdom,CP06,06 Health
66,Nov-96,Nov-96,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats
112.4,Nov-96,Nov-96,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles
74.6,Nov-96,Nov-96,K02000001,United Kingdom,CP0211,02.1.1 Spirits
47.8,Nov-96,Nov-96,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals
46.1,Nov-96,Nov-96,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco
51.5,Nov-96,Nov-96,K02000001,United Kingdom,CP096,09.6 Package holidays
52.7,Nov-96,Nov-96,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services
51.6,Nov-96,Nov-96,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air
206.4,Nov-96,Nov-96,K02000001,United Kingdom,CP031,03.1 Clothing
64.7,Nov-96,Nov-96,K02000001,United Kingdom,CP0951,09.5.1 Books
64.5,Nov-96,Nov-96,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages
29.7,Nov-96,Nov-96,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance
49.6,Nov-96,Nov-96,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment
75.8,Nov-96,Nov-96,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories
76.7,Nov-96,Nov-96,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec)
81.9,Nov-96,Nov-96,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products
32.8,Nov-96,Nov-96,K02000001,United Kingdom,CP0452,04.5.2 Gas
171.3,Nov-96,Nov-96,K02000001,United Kingdom,CP032,03.2 Footwear including repairs
81.3,Nov-96,Nov-96,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets"
165.2,Nov-96,Nov-96,K02000001,United Kingdom,CP0914,09.1.4 Recording media
61.9,Nov-96,Nov-96,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances
94,Nov-96,Nov-96,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers"
160.5,Nov-96,Nov-96,K02000001,United Kingdom,CP0711N2,07.1.1b Second Hand Cars
71.4,Nov-96,Nov-96,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs"
125,Nov-96,Nov-96,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods
60.9,Nov-96,Nov-96,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services"
665.8,Nov-96,Nov-96,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures
37.8,Nov-96,Nov-96,K02000001,United Kingdom,CP073,07.3 Transport services
63.3,Nov-96,Nov-96,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels"
54.7,Nov-96,Nov-96,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
0,Nov-96,Nov-96,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services
67.9,Nov-96,Nov-96,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals
49.9,Nov-96,Nov-96,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling
59.4,Nov-96,Nov-96,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers
126.3,Nov-96,Nov-96,K02000001,United Kingdom,CP052,05.2 Household textiles
47.6,Nov-96,Nov-96,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway
55.6,Nov-96,Nov-96,K02000001,United Kingdom,CP0942,09.4.2 Cultural services
48.4,Nov-96,Nov-96,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services
43.8,Nov-96,Nov-96,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway
69.2,Nov-96,Nov-96,K02000001,United Kingdom,CP00,Overall Index
53.7,Nov-96,Nov-96,K02000001,United Kingdom,CP1112,11.1.2 Canteens
25.1,Nov-96,Nov-96,K02000001,United Kingdom,CP10,10 Education
69,Nov-96,Nov-96,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
100.5,Nov-96,Nov-96,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils"
47.3,Nov-96,Nov-96,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services
44.7,Nov-96,Nov-96,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels
0,Nov-96,Nov-96,K02000001,United Kingdom,CP124,12.4 Social protection
37.4,Nov-96,Nov-96,K02000001,United Kingdom,CP081,08.1 Postal services
571.2,Nov-96,Nov-96,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products
48.7,Nov-96,Nov-96,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services
0,Nov-96,Nov-96,K02000001,United Kingdom,CP0622,06.2.2 Dental services
62.4,Nov-96,Nov-96,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance
68.5,Nov-96,Nov-96,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages
78.7,Nov-96,Nov-96,K02000001,United Kingdom,CP123,12.3 Personal effects (nec)
170.4,Nov-96,Nov-96,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies"
87.5,Nov-96,Nov-96,K02000001,United Kingdom,CP0711N1,07.1.1 New Cars
0,Nov-96,Nov-96,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
55.9,Nov-96,Nov-96,K02000001,United Kingdom,CP111,11.1 Catering services
111.9,Nov-96,Nov-96,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment
49.9,Nov-96,Nov-96,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling
64.8,Nov-96,Nov-96,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches"
43,Nov-96,Nov-96,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs
62.5,Nov-96,Nov-96,K02000001,United Kingdom,CP0116,01.1.6 Fruit
78.5,Nov-96,Nov-96,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment
50.2,Nov-96,Nov-96,K02000001,United Kingdom,CP0113,01.1.3 Fish
104,Nov-96,Nov-96,K02000001,United Kingdom,CP08,08 Communication
92.5,Nov-96,Nov-96,K02000001,United Kingdom,CP0213,02.1.3 Beer
70.6,Nov-96,Nov-96,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling
73.8,Nov-96,Nov-96,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
1842.7,Nov-96,Nov-96,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment"
93.5,Nov-96,Nov-96,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care
83.6,Nov-96,Nov-96,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings
75.4,Nov-96,Nov-96,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance
59.5,Nov-96,Nov-96,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery"
38.3,Nov-96,Nov-96,K02000001,United Kingdom,CP125,12.5 Insurance
60.3,Nov-96,Nov-96,K02000001,United Kingdom,CP07,07 Transport
52.9,Nov-96,Nov-96,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants
220.4,Nov-96,Nov-96,K02000001,United Kingdom,CP0312,03.1.2 Garments
53.3,Nov-96,Nov-96,K02000001,United Kingdom,CP112,11.2 Accommodation services
70.3,Nov-96,Nov-96,K02000001,United Kingdom,CP0112,01.1.2 Meat
60.6,Nov-96,Nov-96,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing
30.9,Nov-96,Nov-96,K02000001,United Kingdom,CP022,02.2 Tobacco
50,Nov-96,Nov-96,K02000001,United Kingdom,CP0441,04.4.1 Water supply
112.7,Nov-96,Nov-96,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects
4007.1,Nov-96,Nov-96,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment
79.5,Nov-96,Nov-96,K02000001,United Kingdom,CP121,12.1 Personal care
85.4,Nov-96,Nov-96,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance"
78.6,Nov-96,Nov-96,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages
44.2,Nov-96,Nov-96,K02000001,United Kingdom,CP049,04.9 Council Tax and rates
43,Nov-96,Nov-96,K02000001,United Kingdom,CP127,12.7 Other services (nec)
125,Nov-96,Nov-96,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories
111.2,Nov-96,Nov-96,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs"
201.3,Nov-96,Nov-96,K02000001,United Kingdom,CP03,03 Clothing and footwear
75.3,Nov-96,Nov-96,K02000001,United Kingdom,CP0212,02.1.2 Wine
94.3,Nov-96,Nov-96,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motorcycles and bicycles
55.5,Nov-96,Nov-96,K02000001,United Kingdom,CP11,11 Restaurants and hotels
56,Nov-96,Nov-96,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes
96,Nov-96,Nov-96,K02000001,United Kingdom,CP09,09 Recreation and culture
58.7,Nov-96,Nov-96,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling
65.4,Nov-96,Nov-96,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services
0,Nov-96,Nov-96,K02000001,United Kingdom,CP1253,12.5.3 Health insurance
85.1,Nov-96,Nov-96,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods
50.6,Nov-96,Nov-96,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments
69.9,Nov-96,Nov-96,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa"
40.6,Nov-96,Nov-96,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels
54.7,Nov-96,Nov-96,K02000001,United Kingdom,CP0915,"09.1.5 Repair of audio-visual equipment, related products"
75.8,Nov-96,Nov-96,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings
47.9,Nov-96,Nov-96,K02000001,United Kingdom,CP0451,04.5.1 Electricity
142.9,Nov-96,Nov-96,K02000001,United Kingdom,CP126,12.6 Financial services (nec)
40,Nov-96,Nov-96,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels"
0,Nov-96,Nov-96,K02000001,United Kingdom,CP063,06.3 Hospital services
117.4,Nov-96,Nov-96,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets"
64.2,Nov-96,Nov-96,K02000001,United Kingdom,CP011,01.1 Food
74.6,Nov-96,Nov-96,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials"
0,Nov-96,Nov-96,K02000001,United Kingdom,CP062,06.2 Out-patient services
88.7,Nov-96,Nov-96,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden
52.9,Nov-96,Nov-96,K02000001,United Kingdom,CP0724,07.2.4 Other services
78.9,Nov-96,Nov-96,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment"
55.9,Nov-96,Nov-96,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing"
49.9,Nov-96,Nov-96,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection
131.8,Nov-96,Nov-96,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation
78.4,Oct-96,Oct-96,K02000001,United Kingdom,CP123,12.3 Personal effects (nec)
44.8,Oct-96,Oct-96,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway
53.4,Oct-96,Oct-96,K02000001,United Kingdom,CP1112,11.1.2 Canteens
60.7,Oct-96,Oct-96,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers
55.6,Oct-96,Oct-96,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing"
58.6,Oct-96,Oct-96,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling
74.7,Oct-96,Oct-96,K02000001,United Kingdom,CP0211,02.1.1 Spirits
0,Oct-96,Oct-96,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
69.9,Oct-96,Oct-96,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa"
142.9,Oct-96,Oct-96,K02000001,United Kingdom,CP126,12.6 Financial services (nec)
52.6,Oct-96,Oct-96,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services
64.5,Oct-96,Oct-96,K02000001,United Kingdom,CP0951,09.5.1 Books
38.3,Oct-96,Oct-96,K02000001,United Kingdom,CP125,12.5 Insurance
93,Oct-96,Oct-96,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care
0,Oct-96,Oct-96,K02000001,United Kingdom,CP1253,12.5.3 Health insurance
76.4,Oct-96,Oct-96,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec)
110.7,Oct-96,Oct-96,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs"
68.5,Oct-96,Oct-96,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals
49.2,Oct-96,Oct-96,K02000001,United Kingdom,CP0113,01.1.3 Fish
94.6,Oct-96,Oct-96,K02000001,United Kingdom,CP0213,02.1.3 Beer
60.5,Oct-96,Oct-96,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing
68.6,Oct-96,Oct-96,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages
53.2,Oct-96,Oct-96,K02000001,United Kingdom,CP112,11.2 Accommodation services
71.2,Oct-96,Oct-96,K02000001,United Kingdom,CP0112,01.1.2 Meat
69.1,Oct-96,Oct-96,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
48.2,Oct-96,Oct-96,K02000001,United Kingdom,CP0451,04.5.1 Electricity
114.1,Oct-96,Oct-96,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles
73.5,Oct-96,Oct-96,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
57.8,Oct-96,Oct-96,K02000001,United Kingdom,CP06,06 Health
112,Oct-96,Oct-96,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects
95.8,Oct-96,Oct-96,K02000001,United Kingdom,CP09,09 Recreation and culture
49.8,Oct-96,Oct-96,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels
49.9,Oct-96,Oct-96,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling
64.7,Oct-96,Oct-96,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches"
111.9,Oct-96,Oct-96,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment
50,Oct-96,Oct-96,K02000001,United Kingdom,CP0441,04.4.1 Water supply
51.1,Oct-96,Oct-96,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air
48.6,Oct-96,Oct-96,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services
40.3,Oct-96,Oct-96,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels"
75.4,Oct-96,Oct-96,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance
69.1,Oct-96,Oct-96,K02000001,United Kingdom,CP00,Overall Index
75.6,Oct-96,Oct-96,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories
48.4,Oct-96,Oct-96,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services
117.2,Oct-96,Oct-96,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets"
667.3,Oct-96,Oct-96,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures
49.3,Oct-96,Oct-96,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment
0,Oct-96,Oct-96,K02000001,United Kingdom,CP063,06.3 Hospital services
79.2,Oct-96,Oct-96,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages
64.5,Oct-96,Oct-96,K02000001,United Kingdom,CP011,01.1 Food
62.2,Oct-96,Oct-96,K02000001,United Kingdom,CP0116,01.1.6 Fruit
0,Oct-96,Oct-96,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services
25.1,Oct-96,Oct-96,K02000001,United Kingdom,CP10,10 Education
63.1,Oct-96,Oct-96,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels"
75.5,Oct-96,Oct-96,K02000001,United Kingdom,CP0212,02.1.2 Wine
62.3,Oct-96,Oct-96,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance
60.5,Oct-96,Oct-96,K02000001,United Kingdom,CP07,07 Transport
199.1,Oct-96,Oct-96,K02000001,United Kingdom,CP03,03 Clothing and footwear
576.1,Oct-96,Oct-96,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products
65.2,Oct-96,Oct-96,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services
87.2,Oct-96,Oct-96,K02000001,United Kingdom,CP0711N1,07.1.1 New Cars
47.6,Oct-96,Oct-96,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway
79.1,Oct-96,Oct-96,K02000001,United Kingdom,CP121,12.1 Personal care
50.4,Oct-96,Oct-96,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments
54.7,Oct-96,Oct-96,K02000001,United Kingdom,CP0915,"09.1.5 Repair of audio-visual equipment, related products"
42.9,Oct-96,Oct-96,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs
55.8,Oct-96,Oct-96,K02000001,United Kingdom,CP111,11.1 Catering services
