v4_0,mmm-yy,Time,uk-only,Geography,cpih1dim1aggid,Aggregate
104.4,May-18,May-18,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance
107.7,May-18,May-18,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials"
108.3,May-18,May-18,K02000001,United Kingdom,CP11,11 Restaurants and hotels
110.7,May-18,May-18,K02000001,United Kingdom,CP124,12.4 Social protection
105.3,May-18,May-18,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories
104.7,May-18,May-18,K02000001,United Kingdom,CP08,08 Communication
98.9,May-18,May-18,K02000001,United Kingdom,CP0112,01.1.2 Meat
100.8,May-18,May-18,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs"
102.3,May-18,May-18,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling
104.7,May-18,May-18,K02000001,United Kingdom,CP123,12.3 Personal effects (nec)
104.7,May-18,May-18,K02000001,United Kingdom,CP03,03 Clothing and footwear
110.8,May-18,May-18,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services
118.9,May-18,May-18,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance
87.6,May-18,May-18,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment
102,May-18,May-18,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals
103,May-18,May-18,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing
105.4,May-18,May-18,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
103.3,May-18,May-18,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles
113.7,May-18,May-18,K02000001,United Kingdom,CP063,06.3 Hospital services
103.7,May-18,May-18,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services
99.5,May-18,May-18,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers
101.1,May-18,May-18,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
112.2,May-18,May-18,K02000001,United Kingdom,CP049,04.9 Council Tax and rates
93.5,May-18,May-18,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air
108.3,May-18,May-18,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services
101.9,May-18,May-18,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages
105.7,May-18,May-18,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling
104,May-18,May-18,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets"
140.4,May-18,May-18,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels
104.3,May-18,May-18,K02000001,United Kingdom,CP0213,02.1.3 Beer
111.3,May-18,May-18,K02000001,United Kingdom,CP0113,01.1.3 Fish
101,May-18,May-18,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets"
107.4,May-18,May-18,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance
112.2,May-18,May-18,K02000001,United Kingdom,CP0914,09.1.4 Recording media
99.4,May-18,May-18,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects
117.5,May-18,May-18,K02000001,United Kingdom,CP1253,12.5.3 Health insurance
98,May-18,May-18,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods
106.6,May-18,May-18,K02000001,United Kingdom,CP062,06.2 Out-patient services
110.7,May-18,May-18,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco
104,May-18,May-18,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment"
108,May-18,May-18,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes
93.9,May-18,May-18,K02000001,United Kingdom,CP0452,04.5.2 Gas
100.8,May-18,May-18,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils"
111.7,May-18,May-18,K02000001,United Kingdom,CP073,07.3 Transport services
106,May-18,May-18,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products
102.1,May-18,May-18,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
96.4,May-18,May-18,K02000001,United Kingdom,CP126,12.6 Financial services (nec)
99.9,May-18,May-18,K02000001,United Kingdom,CP0211,02.1.1 Spirits
96.2,May-18,May-18,K02000001,United Kingdom,CP0711N2,07.1.1b Second Hand Cars
110,May-18,May-18,K02000001,United Kingdom,CP112,11.2 Accommodation services
109.5,May-18,May-18,K02000001,United Kingdom,CP0942,09.4.2 Cultural services
98.5,May-18,May-18,K02000001,United Kingdom,CP121,12.1 Personal care
114.5,May-18,May-18,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway
96.5,May-18,May-18,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products
100.3,May-18,May-18,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages
114.3,May-18,May-18,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services
105.6,May-18,May-18,K02000001,United Kingdom,CP0116,01.1.6 Fruit
100.9,May-18,May-18,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec)
104.9,May-18,May-18,K02000001,United Kingdom,CP031,03.1 Clothing
107.1,May-18,May-18,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing"
103.7,May-18,May-18,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances
112.2,May-18,May-18,K02000001,United Kingdom,CP0451,04.5.1 Electricity
107.3,May-18,May-18,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection
115.9,May-18,May-18,K02000001,United Kingdom,CP125,12.5 Insurance
105.3,May-18,May-18,K02000001,United Kingdom,CP09,09 Recreation and culture
112.8,May-18,May-18,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants
107.9,May-18,May-18,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden
106.4,May-18,May-18,K02000001,United Kingdom,CP096,09.6 Package holidays
111.2,May-18,May-18,K02000001,United Kingdom,CP0622,06.2.2 Dental services
105.9,May-18,May-18,K02000001,United Kingdom,CP00,Overall Index
111.2,May-18,May-18,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs"
103.7,May-18,May-18,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motorcycles and bicycles
102.5,May-18,May-18,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services
94.1,May-18,May-18,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment"
101.8,May-18,May-18,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers"
100.4,May-18,May-18,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories
116.7,May-18,May-18,K02000001,United Kingdom,CP0724,07.2.4 Other services
104.6,May-18,May-18,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment
107.9,May-18,May-18,K02000001,United Kingdom,CP0711N1,07.1.1 New Cars
104.5,May-18,May-18,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance"
112.6,May-18,May-18,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods
101.3,May-18,May-18,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation
105.3,May-18,May-18,K02000001,United Kingdom,CP0312,03.1.2 Garments
101.8,May-18,May-18,K02000001,United Kingdom,CP011,01.1 Food
101.1,May-18,May-18,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment
102.9,May-18,May-18,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages
105.8,May-18,May-18,K02000001,United Kingdom,CP1112,11.1.2 Canteens
107.9,May-18,May-18,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa"
109.2,May-18,May-18,K02000001,United Kingdom,CP07,07 Transport
107.3,May-18,May-18,K02000001,United Kingdom,CP06,06 Health
115,May-18,May-18,K02000001,United Kingdom,CP0951,09.5.1 Books
96.8,May-18,May-18,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures
103.3,May-18,May-18,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings
104.4,May-18,May-18,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services"
106.6,May-18,May-18,K02000001,United Kingdom,CP081,08.1 Postal services
109.2,May-18,May-18,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
104.1,May-18,May-18,K02000001,United Kingdom,CP0441,04.4.1 Water supply
100.9,May-18,May-18,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling
99.4,May-18,May-18,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies"
105.4,May-18,May-18,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels"
112.9,May-18,May-18,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery"
108.8,May-18,May-18,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats
96.2,May-18,May-18,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care
111.1,May-18,May-18,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment
99.5,May-18,May-18,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling
110.9,May-18,May-18,K02000001,United Kingdom,CP10,10 Education
98.6,May-18,May-18,K02000001,United Kingdom,CP0212,02.1.2 Wine
106.4,May-18,May-18,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings
106.2,May-18,May-18,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway
103.6,May-18,May-18,K02000001,United Kingdom,CP0915,"09.1.5 Repair of audio-visual equipment, related products"
97.3,May-18,May-18,K02000001,United Kingdom,CP127,12.7 Other services (nec)
107.8,May-18,May-18,K02000001,United Kingdom,CP111,11.1 Catering services
104.9,May-18,May-18,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels"
115.8,May-18,May-18,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals
109.9,May-18,May-18,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services
119.1,May-18,May-18,K02000001,United Kingdom,CP022,02.2 Tobacco
105.9,May-18,May-18,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments
108.4,May-18,May-18,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches"
107.2,May-18,May-18,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs
96.6,Apr-18,Apr-18,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care
106.7,Apr-18,Apr-18,K02000001,United Kingdom,CP062,06.2 Out-patient services
105.8,Apr-18,Apr-18,K02000001,United Kingdom,CP0116,01.1.6 Fruit
102.5,Apr-18,Apr-18,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services
101.7,Apr-18,Apr-18,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets"
103.5,Apr-18,Apr-18,K02000001,United Kingdom,CP0915,"09.1.5 Repair of audio-visual equipment, related products"
104.3,Apr-18,Apr-18,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment"
84.8,Apr-18,Apr-18,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment
108.7,Apr-18,Apr-18,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance
109.5,Apr-18,Apr-18,K02000001,United Kingdom,CP0914,09.1.4 Recording media
117.5,Apr-18,Apr-18,K02000001,United Kingdom,CP1253,12.5.3 Health insurance
103.5,Apr-18,Apr-18,K02000001,United Kingdom,CP123,12.3 Personal effects (nec)
92.9,Apr-18,Apr-18,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment"
102.2,Apr-18,Apr-18,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages
98.7,Apr-18,Apr-18,K02000001,United Kingdom,CP121,12.1 Personal care
105.7,Apr-18,Apr-18,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling
114.6,Apr-18,Apr-18,K02000001,United Kingdom,CP0951,09.5.1 Books
105.3,Apr-18,Apr-18,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs
93.8,Apr-18,Apr-18,K02000001,United Kingdom,CP0452,04.5.2 Gas
107.7,Apr-18,Apr-18,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs"
105.2,Apr-18,Apr-18,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories
135.6,Apr-18,Apr-18,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels
104.4,Apr-18,Apr-18,K02000001,United Kingdom,CP08,08 Communication
102.4,Apr-18,Apr-18,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec)
95.1,Apr-18,Apr-18,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products
103.8,Apr-18,Apr-18,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services
106.7,Apr-18,Apr-18,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products
116,Apr-18,Apr-18,K02000001,United Kingdom,CP0724,07.2.4 Other services
107.2,Apr-18,Apr-18,K02000001,United Kingdom,CP0711N1,07.1.1 New Cars
101.4,Apr-18,Apr-18,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation
107.5,Apr-18,Apr-18,K02000001,United Kingdom,CP111,11.1 Catering services
99.5,Apr-18,Apr-18,K02000001,United Kingdom,CP0112,01.1.2 Meat
109.5,Apr-18,Apr-18,K02000001,United Kingdom,CP073,07.3 Transport services
100.3,Apr-18,Apr-18,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies"
117.3,Apr-18,Apr-18,K02000001,United Kingdom,CP125,12.5 Insurance
95.6,Apr-18,Apr-18,K02000001,United Kingdom,CP0711N2,07.1.1b Second Hand Cars
102,Apr-18,Apr-18,K02000001,United Kingdom,CP011,01.1 Food
104.4,Apr-18,Apr-18,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services"
101,Apr-18,Apr-18,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling
97,Apr-18,Apr-18,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects
104.7,Apr-18,Apr-18,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels
105.7,Apr-18,Apr-18,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments
103.9,Apr-18,Apr-18,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motorcycles and bicycles
117.7,Apr-18,Apr-18,K02000001,United Kingdom,CP022,02.2 Tobacco
107.9,Apr-18,Apr-18,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches"
105,Apr-18,Apr-18,K02000001,United Kingdom,CP0312,03.1.2 Garments
105.2,Apr-18,Apr-18,K02000001,United Kingdom,CP09,09 Recreation and culture
104,Apr-18,Apr-18,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings
101,Apr-18,Apr-18,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories
107.3,Apr-18,Apr-18,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection
103.6,Apr-18,Apr-18,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances
107.3,Apr-18,Apr-18,K02000001,United Kingdom,CP06,06 Health
104,Apr-18,Apr-18,K02000001,United Kingdom,CP0213,02.1.3 Beer
115.8,Apr-18,Apr-18,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals
85,Apr-18,Apr-18,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air
102.4,Apr-18,Apr-18,K02000001,United Kingdom,CP032,03.2 Footwear including repairs
108.4,Apr-18,Apr-18,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials"
102.7,Apr-18,Apr-18,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance
110,Apr-18,Apr-18,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services
104.3,Apr-18,Apr-18,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment
109.1,Apr-18,Apr-18,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment
108.5,Apr-18,Apr-18,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa"
103.5,Apr-18,Apr-18,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages
96.3,Apr-18,Apr-18,K02000001,United Kingdom,CP126,12.6 Financial services (nec)
98.4,Apr-18,Apr-18,K02000001,United Kingdom,CP0211,02.1.1 Spirits
108.1,Apr-18,Apr-18,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden
109.3,Apr-18,Apr-18,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
113,Apr-18,Apr-18,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery"
97.3,Apr-18,Apr-18,K02000001,United Kingdom,CP127,12.7 Other services (nec)
103.3,Apr-18,Apr-18,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers"
108.7,Apr-18,Apr-18,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants
101.6,Apr-18,Apr-18,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices"
109.7,Apr-18,Apr-18,K02000001,United Kingdom,CP0942,09.4.2 Cultural services
102.6,Apr-18,Apr-18,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles
104.1,Apr-18,Apr-18,K02000001,United Kingdom,CP0441,04.4.1 Water supply
101,Apr-18,Apr-18,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs"
112.1,Apr-18,Apr-18,K02000001,United Kingdom,CP0451,04.5.1 Electricity
100.8,Apr-18,Apr-18,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils"
102.9,Apr-18,Apr-18,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing
108.4,Apr-18,Apr-18,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods
99.9,Apr-18,Apr-18,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages
105.5,Apr-18,Apr-18,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway
111.2,Apr-18,Apr-18,K02000001,United Kingdom,CP0622,06.2.2 Dental services
105.8,Apr-18,Apr-18,K02000001,United Kingdom,CP096,09.6 Package holidays
107.7,Apr-18,Apr-18,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes
115.3,Apr-18,Apr-18,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services
102.6,Apr-18,Apr-18,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
107.5,Apr-18,Apr-18,K02000001,United Kingdom,CP07,07 Transport
106.6,Apr-18,Apr-18,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing"
110.8,Apr-18,Apr-18,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services
100.4,Apr-18,Apr-18,K02000001,United Kingdom,CP052,05.2 Household textiles
105.8,Apr-18,Apr-18,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings
101,Apr-18,Apr-18,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment
106.6,Apr-18,Apr-18,K02000001,United Kingdom,CP081,08.1 Postal services
104.7,Apr-18,Apr-18,K02000001,United Kingdom,CP031,03.1 Clothing
94.2,Apr-18,Apr-18,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods
104.4,Apr-18,Apr-18,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets"
98.1,Apr-18,Apr-18,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures
113.3,Apr-18,Apr-18,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats
103.9,Apr-18,Apr-18,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance"
102,Apr-18,Apr-18,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals
112.2,Apr-18,Apr-18,K02000001,United Kingdom,CP049,04.9 Council Tax and rates
110.9,Apr-18,Apr-18,K02000001,United Kingdom,CP10,10 Education
104.5,Apr-18,Apr-18,K02000001,United Kingdom,CP1112,11.1.2 Canteens
104.5,Apr-18,Apr-18,K02000001,United Kingdom,CP03,03 Clothing and footwear
109.4,Apr-18,Apr-18,K02000001,United Kingdom,CP112,11.2 Accommodation services
98.9,Apr-18,Apr-18,K02000001,United Kingdom,CP0212,02.1.2 Wine
99.7,Apr-18,Apr-18,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling
110.3,Apr-18,Apr-18,K02000001,United Kingdom,CP124,12.4 Social protection
121.2,Apr-18,Apr-18,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance
109.6,Apr-18,Apr-18,K02000001,United Kingdom,CP0113,01.1.3 Fish
107.9,Apr-18,Apr-18,K02000001,United Kingdom,CP11,11 Restaurants and hotels
104.8,Apr-18,Apr-18,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels"
108.6,Apr-18,Apr-18,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway
102.2,Apr-18,Apr-18,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling
109.7,Apr-18,Apr-18,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco
105.5,Apr-18,Apr-18,K02000001,United Kingdom,CP00,Overall Index
113.2,Apr-18,Apr-18,K02000001,United Kingdom,CP063,06.3 Hospital services
98.8,Apr-18,Apr-18,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers
105.3,Apr-18,Apr-18,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels"
106.8,Apr-18,Apr-18,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs
108.3,Apr-18,Apr-18,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services
102.6,Mar-18,Mar-18,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets"
109.9,Mar-18,Mar-18,K02000001,United Kingdom,CP124,12.4 Social protection
100,Mar-18,Mar-18,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils"
100.7,Mar-18,Mar-18,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation
109,Mar-18,Mar-18,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture
100.9,Mar-18,Mar-18,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories
104.7,Mar-18,Mar-18,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels"
103.8,Mar-18,Mar-18,K02000001,United Kingdom,CP0213,02.1.3 Beer
95.3,Mar-18,Mar-18,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products
123.7,Mar-18,Mar-18,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance
112.7,Mar-18,Mar-18,K02000001,United Kingdom,CP0951,09.5.1 Books
97.4,Mar-18,Mar-18,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects
103,Mar-18,Mar-18,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing
115,Mar-18,Mar-18,K02000001,United Kingdom,CP1253,12.5.3 Health insurance
85.2,Mar-18,Mar-18,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air
100.3,Mar-18,Mar-18,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling
98.5,Mar-18,Mar-18,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling
105.6,Mar-18,Mar-18,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway
105.5,Mar-18,Mar-18,K02000001,United Kingdom,CP062,06.2 Out-patient services
106.3,Mar-18,Mar-18,K02000001,United Kingdom,CP06,06 Health
87.1,Mar-18,Mar-18,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment
103.7,Mar-18,Mar-18,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motorcycles and bicycles
108.3,Mar-18,Mar-18,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services
111.7,Mar-18,Mar-18,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods
101.6,Mar-18,Mar-18,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
92,Mar-18,Mar-18,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment"
102.7,Mar-18,Mar-18,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs"
107.2,Mar-18,Mar-18,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes
108.9,Mar-18,Mar-18,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco
104.5,Mar-18,Mar-18,K02000001,United Kingdom,CP031,03.1 Clothing
107.4,Mar-18,Mar-18,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants
105.5,Mar-18,Mar-18,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets"
106.9,Mar-18,Mar-18,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings
113.8,Mar-18,Mar-18,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services
97.8,Mar-18,Mar-18,K02000001,United Kingdom,CP0211,02.1.1 Spirits
107.6,Mar-18,Mar-18,K02000001,United Kingdom,CP112,11.2 Accommodation services
105.1,Mar-18,Mar-18,K02000001,United Kingdom,CP00,Overall Index
103.9,Mar-18,Mar-18,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment
102.1,Mar-18,Mar-18,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling
107.7,Mar-18,Mar-18,K02000001,United Kingdom,CP073,07.3 Transport services
105.7,Mar-18,Mar-18,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories
113.9,Mar-18,Mar-18,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals
107,Mar-18,Mar-18,K02000001,United Kingdom,CP049,04.9 Council Tax and rates
104.1,Mar-18,Mar-18,K02000001,United Kingdom,CP123,12.3 Personal effects (nec)
95.7,Mar-18,Mar-18,K02000001,United Kingdom,CP0711N2,07.1.1b Second Hand Cars
107.5,Mar-18,Mar-18,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services
100.9,Mar-18,Mar-18,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment
107.7,Mar-18,Mar-18,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment
104.1,Mar-18,Mar-18,K02000001,United Kingdom,CP081,08.1 Postal services
103.5,Mar-18,Mar-18,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances
106.3,Mar-18,Mar-18,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing"
99.7,Mar-18,Mar-18,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages
103.9,Mar-18,Mar-18,K02000001,United Kingdom,CP1112,11.1.2 Canteens
104.7,Mar-18,Mar-18,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance"
108.5,Mar-18,Mar-18,K02000001,United Kingdom,CP0622,06.2.2 Dental services
97.8,Mar-18,Mar-18,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures
97.3,Mar-18,Mar-18,K02000001,United Kingdom,CP127,12.7 Other services (nec)
111.7,Mar-18,Mar-18,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery"
102.3,Mar-18,Mar-18,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages
